,公司,年份,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明
33,1435,2017,106/02/23,15:47:07,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年01月底之財務狀況(自結合併),第 49 款,106/02/22,"1.事實發生日:106/02/22
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年01月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$41,679仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$16,585仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
34,1435,2017,106/03/07,18:49:30,廖桂珍,稽核室協理,(02)82422881,公告本公司董事會決議召開106年股東常會事宜,第 17 款,106/03/07,"1.董事會決議日期:106/03/07
2.股東會召開日期:106/06/23
3.股東會召開地點:新北市中和區景平路666號1樓
4.召集事由一、報告事項:
1.本公司105年度營業狀況報告。
2.監察人審查本公司105年度決算表冊報告。
5.召集事由二、承認事項:
1.本公司105年度決算表冊案。
2.本公司105年度盈虧撥補案。
6.召集事由三、討論事項:
1.修訂本公司取得或處分資產處理程序部分條文案。
7.召集事由四、選舉事項:不適用
8.召集事由五、其他議案:不適用
9.召集事由六、臨時動議:不適用
10.停止過戶起始日期:106/04/25
11.停止過戶截止日期:106/06/23
12.其他應敘明事項:(一)股東提案權:
1.持有1%以上股份之股東得以書面於所公告受理期間向本公司提出106
年股東常會議案，提案限一項並以300字為限，提案超過一項或300字者
，均不列入提案。
2.本公司受理股東之提案處所:新北市中和區景平路666號二樓。
3.本公司受理股東之提案期間:106年4月18日起至106年4月28日止。
4.提案股東應親自或委託他人出席股東常會，並參與該項議案討論。
5.以上所提及其他未盡事宜，均依公司法第172-1條規定辦理。"
35,1435,2017,106/03/07,18:50:20,廖桂珍,稽核室協理,(02)82422881,董事會決議股利分派,第 14 款,106/03/07,"1. 董事會決議日期：2017/03/07
2. 股東配發內容：
　(1)盈餘分配之現金股利(元/股)：0
　(2)法定盈餘公積、資本公積發放之現金(元/股)：0
　(3)股東配發之現金(股利)總金額(元)：0
　(4)盈餘轉增資配股(元/股)：0
　(5)法定盈餘公積、資本公積轉增資配股(元/股)：0
　(6)股東配股總股數(股)：0
3. 其他應敘明事項：
無
4. 普通股每股面額欄位：新台幣                 10.0000元"
36,1435,2017,106/03/24,19:02:18,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年02月底之財務狀況(自結合併),第 49 款,106/03/24,"1.事實發生日:106/03/24
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年02月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$41,344仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$16,922仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
37,1435,2017,106/04/04,16:10:11,廖桂珍,稽核室協理,(02)82422881,公告本公司會計主管異動,第 8 款,106/03/31,"1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運
長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴
訟及非訟代理人）:會計主管
2.發生變動日期:106/03/31
3.舊任者姓名、級職及簡歷:楊素燕、會計部主管、中福國際公司會計部主管
4.新任者姓名、級職及簡歷:遺缺待補
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:舊任者辭職
6.異動原因:辭職
7.生效日期:106/04/01
8.其他應敘明事項:本公司將積極洽詢適宜人選接任。"
38,1435,2017,106/04/25,09:50:22,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年03月底之財務狀況(自結合併),第 49 款,106/04/24,"1.事實發生日:106/04/24
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年03月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$38,982仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$19,604仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
39,1435,2017,106/05/03,17:34:33,廖桂珍,稽核室協理,(02)82422881,公告本公司會計主管異動,第 8 款,106/05/03,"1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運
長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴
訟及非訟代理人）:會計主管
2.發生變動日期:106/05/03
3.舊任者姓名、級職及簡歷:不適用
4.新任者姓名、級職及簡歷:許美瑩、會計主管職務代理人
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:新任
6.異動原因:新任
7.生效日期:106/05/03
8.其他應敘明事項:會計主管職務暫由現任會計主管職務代理人暫代，
將提報本公司董事會追認。"
40,1435,2017,106/05/25,13:59:40,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年04月底之財務狀況(自結合併),第 49 款,106/05/24,"1.事實發生日:106/05/24
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年04月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$46,378仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$15,278仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
41,1435,2017,106/06/14,18:00:09,廖桂珍,稽核室協理,(02)82422881,公告本公司會計主管異動,第 8 款,106/06/14,"1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運
長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴
訟及非訟代理人）:會計主管
2.發生變動日期:106/06/14
3.舊任者姓名、級職及簡歷:許美瑩、會計主管職務代理人
4.新任者姓名、級職及簡歷:許美瑩、會計主管
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:職務調整
6.異動原因:原代理人職務調整
7.生效日期:106/06/14
8.其他應敘明事項:原為代理會計主管轉為正式會計主管，將提報董事會追認。"
42,1435,2017,106/06/23,17:56:27,廖桂珍,稽核室協理,(02)82422881,106年股東常會重要決議事項,第 18 款,106/06/23,"1.股東常會日期:106/06/23
2.重要決議事項一、盈餘分配或盈虧撥補:通過承認本公司ㄧ０五年度盈虧撥補案。
3.重要決議事項二、章程修訂:無。
4.重要決議事項三、營業報告書及財務報表:
                 通過承認本公司ㄧ０五年度營業報告書及財務報表案。
5.重要決議事項四、董監事選舉:無。
6.重要決議事項五、其他事項:
                 通過修訂本公司「取得或處分資產處理程序」部分條文案。
7.其他應敘明事項:不分派股利或股息"
43,1435,2017,106/06/26,13:48:40,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年05月底之財務狀況(自結合併),第 49 款,106/06/26,"1.事實發生日:106/06/26
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年05月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$37,038仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$41,408仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
44,1435,2017,106/07/27,17:47:55,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年06月底之財務狀況(自結合併),第 49 款,106/07/27,"1.事實發生日:106/07/27
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年06月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$24,815仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$46,233仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
45,1435,2017,106/08/24,15:52:43,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年07月底之財務狀況(自結合併),第 49 款,106/08/24,"1.事實發生日:106/08/24
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年07月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$24,359仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$52,714仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
46,1435,2017,106/09/26,17:51:23,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年08月底之財務狀況(自結合併),第 49 款,106/09/26,"1.事實發生日:106/09/26
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年08月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$65,400仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$12,805仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
47,1435,2017,106/09/27,17:57:48,廖桂珍,稽核室協理,(02)82422881,本公司受邀參加元大證券舉辦之產業座談會,第 12 款,106/09/28,"符合條款第四條第XX款：12
事實發生日：106/09/28
1.召開法人說明會之日期：106/09/28
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：台北市中山區南京東路三段225號4樓
4.法人說明會擇要訊息：本公司受邀參加元大證券舉辦之產業座談會
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
48,1435,2017,106/10/24,18:12:37,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年09月底之財務狀況(自結合併),第 49 款,106/10/24,"1.事實發生日:106/10/24
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年09月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$46,169仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$32,583仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
49,1435,2017,106/11/23,14:19:21,廖桂珍,稽核室協理,(02)82422881,公告本公司截至106年10月底之財務狀況(自結合併),第 49 款,106/11/23,"1.事實發生日:106/11/23
2.公司名稱:中福國際股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:不適用
6.因應措施:無
7.其他應敘明事項:本公司截至106年10月底止之財務狀況(自結)
一.高流動性資產
   (1)現金及約當現金:NTD$43,871仟元
   (2)透過損益按公允價值衡量之金融資產-流動:NTD$37,561仟元
   (3)備供出售金融資產-流動:0
   (4)持有至到期日金融資產-流動及非流動資產中屬上市櫃有價證券:0
二.(1)短期借款:0
   (2)應付短期票據:0
   (3)一年內到期之長期負債金額:0
三.無資金缺口"
